UFID_Corrected,YEAR,hcw,CG,Ranch,LOT,RanchLOT,PC1,PC2
N40067,2017,754,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.00490888,0.0103221
N40068,2017,843,34,STOFI-StThom,_7596,STOFI-StThom_7596,0.00218485,-0.00992473
N40069,2017,983,1,Ranch1,_77146,Ranch1_77146,-0.00610261,0.000628792
N40070,2017,767,23,Ranch5,_7596,Ranch5_7596,-0.00657175,-0.0334798
N40071,2017,762,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.000596544,0.0401967
N40072,2017,867,9,Ranch14,_7596,Ranch14_7596,-0.00406991,0.0410229
N40073,2017,827,34,STOFI-StThom,_7596,STOFI-StThom_7596,0.00187646,-0.0177332
N40074,2017,762,15,Ranch2,_7596,Ranch2_7596,-0.00148187,-0.00757708
N40075,2017,882,1,Ranch1,_77146,Ranch1_77146,-0.0029315,0.065996
N40076,2017,865,1,Ranch1,_77146,Ranch1_77146,0.00331611,-0.0161425
N40077,2017,881,1,Ranch1,_77146,Ranch1_77146,-0.00340774,-0.037661
N40078,2017,980,1,Ranch1,_77146,Ranch1_77146,0.000829699,-0.0388312
N40080,2017,849,1,Ranch1,_77146,Ranch1_77146,0.00107716,-0.0111241
N40081,2017,792,1,Ranch1,_77146,Ranch1_77146,0.000595603,0.0524894
N40082,2017,714,1,Ranch1,_77146,Ranch1_77146,0.0031325,0.0277365
N40083,2017,931,1,Ranch1,_77146,Ranch1_77146,-0.0072721,-0.0347391
N40084,2017,793,1,Ranch1,_77146,Ranch1_77146,-0.00379125,0.062198
N40085,2017,759,1,Ranch1,_77146,Ranch1_77146,-0.00974044,-0.0231932
N40086,2017,743,1,Ranch1,_77146,Ranch1_77146,-0.0142072,-0.0459893
N40088,2017,805,1,Ranch1,_77146,Ranch1_77146,-0.0106714,0.00459272
N40089,2017,695,1,Ranch1,_77146,Ranch1_77146,0.00931048,0.0299
N40090,2017,846,1,Ranch1,_77146,Ranch1_77146,-0.00400001,-0.0422659
N40091,2017,811,1,Ranch1,_77146,Ranch1_77146,0.00641764,0.0132328
N40092,2017,862,1,Ranch1,_77146,Ranch1_77146,-0.00524513,-0.0278796
N40093,2017,995,1,Ranch1,_77146,Ranch1_77146,-0.0114992,0.0557291
N40094,2017,828,1,Ranch1,_77146,Ranch1_77146,-0.00491459,0.0105962
N40095,2017,884,1,Ranch1,_77146,Ranch1_77146,-0.00330735,-0.0313452
N40096,2017,866,1,Ranch1,_77146,Ranch1_77146,0.00259358,-0.0130808
N40097,2017,840,1,Ranch1,_77146,Ranch1_77146,-0.00774953,-0.00603907
N40098,2017,801,1,Ranch1,_77146,Ranch1_77146,-0.00744711,-0.0499631
N40099,2017,869,1,Ranch1,_77146,Ranch1_77146,0.00131973,-0.0234404
N40100,2017,877,1,Ranch1,_77146,Ranch1_77146,-0.0019298,0.0706975
N40101,2017,793,1,Ranch1,_77146,Ranch1_77146,-0.0012778,-0.0130079
N40104,2017,852,1,Ranch1,_77146,Ranch1_77146,-0.0119398,0.00182684
N40105,2017,1020,1,Ranch1,_77146,Ranch1_77146,-0.00483932,-0.0152187
N40106,2017,760,1,Ranch1,_77146,Ranch1_77146,-0.00879465,-0.0117493
N40107,2017,869,1,Ranch1,_77146,Ranch1_77146,0.0035715,-0.027803
